InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSales
575666,75049L,large circular mirror mobile,-2,11/10/2011 14:55,1.25,18092,United Kingdom,-2.5
575667,22441,grow your own basil in enamel mug,-1,11/10/2011 14:56,2.1,14032,United Kingdom,-2.1
575668,23206,lunch bag apple design,1,11/10/2011 14:59,1.65,18283,United Kingdom,1.65
575669,23462,rococo wall mirror white,-1,11/10/2011 15:00,19.95,12417,Belgium,-19.95
575670,15044D,red paper parasol,-1,11/10/2011 15:02,2.55,13081,United Kingdom,-2.55
575671,23084,rabbit night light,48,11/10/2011 15:03,1.79,12670,France,85.92
575672,23565,egg cup milkmaid helga,-4,11/10/2011 15:03,1.25,13098,United Kingdom,-5
575673,23109,pack of six led tea lights,12,11/10/2011 15:04,2.89,14863,United Kingdom,34.68
575674,22061,large cake stand  hanging strawbery,2,11/10/2011 15:06,9.95,13468,United Kingdom,19.9
575675,23493,vintage doily travel sewing kit,1,11/10/2011 15:07,1.95,18283,United Kingdom,1.95
575676,22487,white wood garden plant ladder,4,11/10/2011 15:09,8.5,13499,United Kingdom,34
575678,21810,christmas hanging star with bell,48,11/10/2011 15:23,0.39,16169,United Kingdom,18.72
575680,21262,white goose feather christmas tree,12,11/10/2011 15:23,2.95,13148,United Kingdom,35.4
575679,35971,rose folkart heart decorations,-16,11/10/2011 15:23,1.25,16863,United Kingdom,-20
575681,23465,tuscan villa bird feeder,1,11/10/2011 15:32,8.25,16903,United Kingdom,8.25
575682,23370,set 36 colouring pencils doily,16,11/10/2011 15:37,1.25,12826,United Kingdom,20
575683,22617,baking set spaceboy design,12,11/10/2011 15:51,4.95,17389,United Kingdom,59.4
575684,22596,christmas star wish list chalkboard,60,11/10/2011 15:57,1.25,14397,United Kingdom,75
575685,23526,wall art dog licence,18,11/10/2011 15:57,5.35,15694,United Kingdom,96.3
575686,23344,jumbo bag 50's christmas,20,11/10/2011 15:59,2.08,17716,United Kingdom,41.6
575687,20971,pink blue felt craft trinket box,72,11/10/2011 16:03,1.25,16126,United Kingdom,90
575688,21864,union jack flag passport cover,6,11/10/2011 16:15,2.1,18230,United Kingdom,12.6
575689,23344,jumbo bag 50's christmas,10,11/10/2011 16:16,2.08,14829,United Kingdom,20.8
575690,21108,fairy cake flannel assorted colour,18,11/10/2011 16:20,0.79,14189,United Kingdom,14.22
575691,23104,ivory cafe hanging lamp,3,11/10/2011 16:21,12.5,14180,United Kingdom,37.5
575692,21452,toadstool money box,3,11/10/2011 16:27,2.95,12508,France,8.85
575693,21810,christmas hanging star with bell,48,11/10/2011 16:36,0.39,16979,United Kingdom,18.72
575694,20764,abstract circles sketchbook,1,11/10/2011 16:38,3.75,12748,United Kingdom,3.75
575695,23480,mini lights woodland mushrooms,4,11/10/2011 16:39,3.75,17502,United Kingdom,15
575697,23032,drawer knob crackle glaze ivory,6,11/10/2011 16:51,1.65,16094,United Kingdom,9.9
575698,23307,set of 60 pantry design cake cases,24,11/10/2011 16:51,0.55,16094,United Kingdom,13.2
575700,23355,hot water bottle keep calm,8,11/10/2011 16:58,4.95,15111,United Kingdom,39.6
575701,35970,zinc folkart sleigh bells,24,11/10/2011 16:59,1.69,13396,United Kingdom,40.56
575702,22944,christmas metal postcard with bells,24,11/10/2011 16:59,0.39,17109,United Kingdom,9.36
575703,22730,alarm clock bakelike ivory,4,11/10/2011 16:59,3.75,13767,United Kingdom,15
575705,22952,60 cake cases vintage christmas,48,11/10/2011 17:06,0.55,15159,United Kingdom,26.4
575706,23582,vintage doily jumbo bag red,2,11/10/2011 17:13,2.08,14713,United Kingdom,4.16
575707,22890,novelty biscuits cake stand 3 tier,4,11/10/2011 17:16,9.95,12538,Spain,39.8
575708,23084,rabbit night light,6,11/10/2011 17:17,2.08,13460,United Kingdom,12.48
575709,23245,set of 3 regency cake tins,32,11/10/2011 17:27,4.15,14646,Netherlands,132.8
575710,23318,box of 6 mini vintage crackers,1,11/10/2011 17:29,2.49,17901,United Kingdom,2.49
575711,21232,strawberry ceramic trinket pot,24,11/10/2011 17:45,1.25,14560,United Kingdom,30
575712,23294,set of 6 snack loaf baking cases,8,11/10/2011 17:46,0.83,13606,United Kingdom,6.64
575713,20712,jumbo bag woodland animals,10,11/10/2011 17:49,2.08,13817,Germany,20.8
575718,84406B,cream cupid hearts coat hanger,1,11/10/2011 18:04,4.15,16907,United Kingdom,4.15
575723,22554,plasters in tin woodland animals,12,11/10/2011 18:33,1.65,14748,United Kingdom,19.8
575724,22112,chocolate hot water bottle,48,11/10/2011 18:37,4.25,14608,United Kingdom,204
575725,85123A,white hanging heart t-light holder,32,11/10/2011 18:46,2.55,13098,United Kingdom,81.6
575726,22644,ceramic cherry cake money bank,1,11/10/2011 19:12,1.45,16791,United Kingdom,1.45
575727,23129,heart shaped holly wreath,18,11/10/2011 19:32,4.15,18135,United Kingdom,74.7
575728,23475,woodland small pink felt heart,12,11/10/2011 19:40,0.83,14911,EIRE,9.96
575729,22374,airline bag vintage jet set red,4,11/10/2011 19:49,4.25,17932,United Kingdom,17
575730,22959,wrap christmas village,50,11/10/2011 19:53,0.42,14765,United Kingdom,21
575731,23511,embroidered ribbon reel emily,1,11/10/2011 20:01,2.08,13230,United Kingdom,2.08
575732,15056BL,edwardian parasol black,6,11/11/2011 8:19,5.95,12712,Germany,35.7
575733,20749,assorted colour mini cases,2,11/11/2011 8:33,7.95,13810,Germany,15.9
575734,21892,traditional wooden catch cup game,12,11/11/2011 8:39,1.25,12384,Switzerland,15
575735,23435,3 raffia ribbons vintage christmas,10,11/11/2011 8:46,0.79,14156,EIRE,7.9
575736,23114,vintage leaf chopping board,3,11/11/2011 8:47,4.95,12697,Sweden,14.85
575737,21108,fairy cake flannel assorted colour,36,11/11/2011 8:59,0.79,14789,United Kingdom,28.44
575738,23437,50's christmas gift bag large,12,11/11/2011 9:02,1.25,16790,United Kingdom,15
575740,23460,sweetheart wall tidy,2,11/11/2011 9:25,9.95,18130,United Kingdom,19.9
575741,21888,bingo set,4,11/11/2011 9:46,3.75,13727,United Kingdom,15
575742,23566,egg cup milkmaid heidi,12,11/11/2011 9:46,1.25,14309,United Kingdom,15
575743,23581,jumbo bag paisley park,30,11/11/2011 10:01,2.08,12757,Portugal,62.4
575744,82486,3 drawer antique white wood cabinet,4,11/11/2011 10:03,8.95,14035,United Kingdom,35.8
575745,22386,jumbo bag pink polkadot,10,11/11/2011 10:14,2.08,16458,United Kingdom,20.8
575747,22646,ceramic strawberry cake money bank,12,11/11/2011 10:19,1.45,12589,France,17.4
575746,21982,pack of 12 suki tissues,-1,11/11/2011 10:19,0.39,13588,United Kingdom,-0.39
575749,22276,wash bag vintage rose paisley,-1,11/11/2011 10:24,2.55,12856,United Kingdom,-2.55
575750,85061W,white jewelled heart decoration,24,11/11/2011 10:29,0.85,12600,Germany,20.4
575751,20717,strawberry shopper bag,30,11/11/2011 10:32,1.25,14911,EIRE,37.5
575752,23213,star wreath decoration with bell,-12,11/11/2011 10:40,1.25,13500,United Kingdom,-15
575753,22931,baking mould heart white chocolate,1,11/11/2011 10:41,2.55,17841,United Kingdom,2.55
575754,22768,family photo frame cornice,1,11/11/2011 10:43,9.95,17295,United Kingdom,9.95
575755,22142,christmas craft white fairy,12,11/11/2011 10:45,1.45,17015,United Kingdom,17.4
575756,22197,popcorn holder,10,11/11/2011 10:48,0.85,18118,United Kingdom,8.5
575757,22646,ceramic strawberry cake money bank,1,11/11/2011 10:49,1.45,17295,United Kingdom,1.45
575760,22663,jumbo bag dolly girl design,2,11/11/2011 10:50,2.08,15965,United Kingdom,4.16
575763,22726,alarm clock bakelike green,-1,11/11/2011 10:55,3.75,15034,United Kingdom,-3.75
575764,23501,key ring baseball boot union jack,14,11/11/2011 11:02,1.25,15965,United Kingdom,17.5
575765,23320,giant 50's christmas cracker,12,11/11/2011 11:02,2.89,17730,United Kingdom,34.68
575766,84947,antique silver tea glass engraved,6,11/11/2011 11:06,1.25,12856,United Kingdom,7.5
575767,23567,egg cup henrietta hen pink,1,11/11/2011 11:11,1.25,17348,United Kingdom,1.25
575777,22086,paper chain kit 50's christmas,-40,11/11/2011 11:15,2.55,13881,United Kingdom,-102
575787,22629,spaceboy lunch box,12,11/11/2011 11:18,1.95,12518,Germany,23.4
575828,85150,ladies & gentlemen metal sign,6,11/11/2011 11:34,2.55,17162,United Kingdom,15.3
575830,22847,bread bin diner style ivory,1,11/11/2011 11:34,16.95,14226,United Kingdom,16.95
575837,22114,hot water bottle tea and sympathy,1,11/11/2011 11:37,4.25,12748,United Kingdom,4.25
575838,23209,lunch bag vintage doily,10,11/11/2011 11:38,1.65,13999,United Kingdom,16.5
575839,22554,plasters in tin woodland animals,-12,11/11/2011 11:40,1.65,12517,Germany,-19.8
575840,21213,pack of 72 skull cake cases,4,11/11/2011 11:56,0.55,13137,United Kingdom,2.2
575841,21915,red  harmonica in box,-12,11/11/2011 11:58,1.25,13408,United Kingdom,-15
575842,21591,cosy hour cigar box matches,7,11/11/2011 12:01,1.25,15024,United Kingdom,8.75
575843,22737,ribbon reel christmas present,5,11/11/2011 12:02,1.65,14446,United Kingdom,8.25
575845,23158,set of 5 lucky cat magnets,12,11/11/2011 12:07,2.08,12598,France,24.96
575846,21882,skulls tape,1,11/11/2011 12:07,0.65,17364,United Kingdom,0.65
575847,85014A,black/blue polkadot umbrella,3,11/11/2011 12:07,5.95,18209,United Kingdom,17.85
575848,22865,hand warmer owl design,3,11/11/2011 12:10,2.1,14178,United Kingdom,6.3
575849,21208,pastel colour honeycomb fan,36,11/11/2011 12:11,0.39,14790,United Kingdom,14.04
575850,84946,antique silver t-light glass,72,11/11/2011 12:11,1.06,17512,United Kingdom,76.32
575851,22573,star wooden christmas decoration,1,11/11/2011 12:13,0.85,14662,United Kingdom,0.85
575852,84859A,silver disco handbag,7,11/11/2011 12:17,1.95,17238,United Kingdom,13.65
575853,23556,landmark frame covent garden,3,11/11/2011 12:18,12.5,16912,United Kingdom,37.5
575854,23480,mini lights woodland mushrooms,4,11/11/2011 12:20,3.75,14125,United Kingdom,15
575855,23200,jumbo bag pears,4,11/11/2011 12:24,2.08,14527,United Kingdom,8.32
575856,85032A,romantic images gift wrap set,1,11/11/2011 12:28,0.65,16386,United Kingdom,0.65
575866,22699,roses regency teacup and saucer,6,11/11/2011 12:41,2.95,16107,United Kingdom,17.7
575867,23234,biscuit tin vintage christmas,3,11/11/2011 12:44,2.89,15034,United Kingdom,8.67
575868,23112,parisienne curio cabinet,2,11/11/2011 12:44,7.5,12985,United Kingdom,15
575869,22722,set of 6 spice tins pantry design,4,11/11/2011 12:45,3.95,14543,United Kingdom,15.8
575870,23356,love hot water bottle,6,11/11/2011 12:46,5.95,15557,United Kingdom,35.7
575871,22197,popcorn holder,24,11/11/2011 12:52,0.85,14911,EIRE,20.4
575872,D,discount,-1,11/11/2011 12:52,97.14,13408,United Kingdom,-97.14
575873,23084,rabbit night light,96,11/11/2011 12:53,1.79,17677,United Kingdom,171.84
575874,72760B,vintage cream 3 basket cake stand,2,11/11/2011 12:56,9.95,17054,United Kingdom,19.9
575876,35970,zinc folkart sleigh bells,72,11/11/2011 13:20,1.49,15608,United Kingdom,107.28
575877,71477,colour glass. star t-light holder,24,11/11/2011 13:25,3.29,14907,United Kingdom,78.96
575878,21982,pack of 12 suki tissues,1,11/11/2011 13:29,0.39,13588,United Kingdom,0.39
575879,21892,traditional wooden catch cup game,-1,11/11/2011 13:30,1.25,13588,United Kingdom,-1.25
575880,23382,box of 6 christmas cake decorations,4,11/11/2011 13:35,3.75,12726,France,15
575882,85049A,traditional christmas ribbons,144,11/11/2011 13:40,1.06,16671,United Kingdom,152.64
575884,85048,15cm christmas glass ball 20 lights,8,11/11/2011 13:46,7.95,12685,France,63.6
575885,21544,skulls  water transfer tattoos,12,11/11/2011 13:46,0.85,16460,United Kingdom,10.2
575886,22029,spaceboy birthday card,12,11/11/2011 13:57,0.42,12517,Germany,5.04
575887,84029G,knitted union flag hot water bottle,24,11/11/2011 14:03,3.75,17243,United Kingdom,90
575888,POST,postage,3,11/11/2011 14:04,18,12517,Germany,54
575889,35970,zinc folkart sleigh bells,4,11/11/2011 14:09,1.69,16433,United Kingdom,6.76
575890,21811,hanging heart with bell,48,11/11/2011 14:09,0.39,15602,United Kingdom,18.72
575891,21015,dark bird house tree decoration,24,11/11/2011 14:12,0.29,15692,United Kingdom,6.96
575892,23154,set of 4 jam jar magnets,6,11/11/2011 14:22,2.08,16332,United Kingdom,12.48
575893,23203,jumbo bag vintage doily,10,11/11/2011 14:23,2.08,17088,United Kingdom,20.8
575894,22070,small red retrospot mug in box,102,11/11/2011 14:25,0.5,12748,United Kingdom,51
575895,22669,red baby bunting,4,11/11/2011 14:50,2.95,17052,United Kingdom,11.8
575896,23247,biscuit tin 50's christmas,6,11/11/2011 14:52,2.89,12480,Germany,17.34
575897,23570,traditional pick up sticks game,12,11/11/2011 14:53,1.25,15492,United Kingdom,15
575898,22571,rocking horse red christmas,4,11/11/2011 15:08,0.85,16368,United Kingdom,3.4
575899,21791,vintage heads and tails card game,12,11/11/2011 15:13,1.25,16133,United Kingdom,15
575902,20674,green polkadot bowl,8,11/11/2011 15:20,1.25,15544,United Kingdom,10
575903,23355,hot water bottle keep calm,4,11/11/2011 15:24,4.95,13557,United Kingdom,19.8
575904,22179,set 10 night owl lights,1,11/11/2011 15:28,6.75,18014,United Kingdom,6.75
575905,21108,fairy cake flannel assorted colour,18,11/11/2011 15:49,0.79,13732,United Kingdom,14.22
575908,22314,office mug warmer choc+blue,6,11/11/2011 15:54,2.95,13091,United Kingdom,17.7
575910,23702,high resolution image,2,11/11/2011 16:05,1.5,14836,United Kingdom,3
575911,23393,home sweet home cushion cover,4,11/11/2011 16:13,3.75,17314,United Kingdom,15
575914,23321,small white heart of wicker,40,11/11/2011 16:31,1.45,17071,United Kingdom,58
575915,21485,retrospot heart hot water bottle,24,11/11/2011 16:33,4.25,15903,United Kingdom,102
575916,21731,red toadstool led night light,96,11/11/2011 16:49,1.65,12691,France,158.4
575917,23254,childrens cutlery dolly girl,4,11/11/2011 16:57,4.15,13895,United Kingdom,16.6
575918,46000S,polyester filler pad 40x40cm,10,11/11/2011 16:58,1.45,17191,United Kingdom,14.5
575919,15056N,edwardian parasol natural,3,11/11/2011 17:00,5.95,15311,United Kingdom,17.85
575920,22086,paper chain kit 50's christmas,120,11/11/2011 17:01,2.55,15473,United Kingdom,306
575921,20974,12 pencils small tube skull,-184,11/11/2011 17:01,0.65,12931,United Kingdom,-119.6
575922,23084,rabbit night light,12,11/11/2011 17:10,2.08,15681,United Kingdom,24.96
575923,20725,lunch bag red retrospot,10,11/11/2011 17:11,1.65,17069,United Kingdom,16.5
575924,23531,wall art big love,3,11/11/2011 17:13,6.95,17069,United Kingdom,20.85
575929,21108,fairy cake flannel assorted colour,18,11/11/2011 17:23,0.79,13310,United Kingdom,14.22
575931,23438,red spot gift bag large,12,11/13/2011 10:35,1.25,16560,United Kingdom,15
575932,23328,set 6 school milk bottles in crate,3,11/13/2011 10:35,3.75,16923,United Kingdom,11.25
575933,23318,box of 6 mini vintage crackers,144,11/13/2011 10:41,2.08,14911,EIRE,299.52
575935,84991,60 teatime fairy cake cases,24,11/13/2011 11:20,0.55,17838,United Kingdom,13.2
575936,23232,wrap vintage leaf design,25,11/13/2011 11:21,0.42,17041,United Kingdom,10.5
575937,20971,pink blue felt craft trinket box,12,11/13/2011 11:24,1.25,12935,United Kingdom,15
575938,23322,large white heart of wicker,5,11/13/2011 11:30,2.95,17790,United Kingdom,14.75
575939,22947,wooden advent calendar red,5,11/13/2011 11:37,7.95,13004,United Kingdom,39.75
575940,84992,72 sweetheart fairy cake cases,-24,11/13/2011 11:38,0.55,17838,United Kingdom,-13.2
575941,37449,ceramic cake stand + hanging cakes,2,11/13/2011 11:39,9.95,16438,United Kingdom,19.9
575942,23660,henrietta hen mug,12,11/13/2011 11:44,1.65,15599,United Kingdom,19.8
575943,20668,disco ball christmas decoration,1,11/13/2011 11:44,0.12,17920,United Kingdom,0.12
575944,23469,card holder love bird small,6,11/13/2011 11:46,4.15,16571,United Kingdom,24.9
575945,22791,t-light glass fluted antique,144,11/13/2011 11:48,1.06,15864,United Kingdom,152.64
575946,22699,roses regency teacup and saucer,24,11/13/2011 11:50,2.55,13892,United Kingdom,61.2
575948,21240,blue polkadot cup,1,11/13/2011 11:51,0.85,14661,United Kingdom,0.85
575949,23320,giant 50's christmas cracker,12,11/13/2011 11:51,2.89,16711,United Kingdom,34.68
575950,22065,christmas pudding trinket pot,2,11/13/2011 11:53,0.39,16983,United Kingdom,0.78
575951,21212,pack of 72 retrospot cake cases,24,11/13/2011 11:54,0.55,13450,United Kingdom,13.2
575952,16259,piece of camo stationery set,12,11/13/2011 11:55,0.08,16015,United Kingdom,0.96
575953,21813,garland with stars and bells,-1,11/13/2011 11:56,4.95,16015,United Kingdom,-4.95
575954,22865,hand warmer owl design,3,11/13/2011 12:03,2.1,17211,United Kingdom,6.3
575955,22465,hanging metal star lantern,2,11/13/2011 12:05,1.65,14044,United Kingdom,3.3
575956,84875B,green square compact mirror,6,11/13/2011 12:17,1.25,14487,United Kingdom,7.5
575957,22183,cake stand victorian filigree med,1,11/13/2011 12:19,6.75,13170,United Kingdom,6.75
575958,21070,vintage billboard mug,1,11/13/2011 12:23,1.25,15021,United Kingdom,1.25
575959,72817,set of 2 christmas decoupage candle,12,11/13/2011 12:27,0.79,14547,United Kingdom,9.48
575960,23526,wall art dog licence,1,11/13/2011 12:28,5.95,15429,United Kingdom,5.95
575961,23243,set of tea coffee sugar tins pantry,4,11/13/2011 12:29,4.95,16794,United Kingdom,19.8
575962,21166,cook with wine metal sign,-10,11/13/2011 12:30,2.08,14547,United Kingdom,-20.8
575963,22371,airline bag vintage tokyo 78,-2,11/13/2011 12:30,4.25,16794,United Kingdom,-8.5
575964,23426,metal sign drop your pants,1,11/13/2011 12:31,2.89,15021,United Kingdom,2.89
575965,84946,antique silver t-light glass,12,11/13/2011 12:32,1.25,13426,United Kingdom,15
575966,23355,hot water bottle keep calm,6,11/13/2011 12:38,4.95,13984,United Kingdom,29.7
575967,22666,recipe box pantry yellow design,1,11/13/2011 12:40,2.95,16794,United Kingdom,2.95
575968,85048,15cm christmas glass ball 20 lights,12,11/13/2011 12:47,6.95,14882,United Kingdom,83.4
575969,23165,large ceramic top storage jar,10,11/13/2011 12:47,1.65,13571,United Kingdom,16.5
575970,21340,classic metal birdcage plant holder,12,11/13/2011 12:50,9.95,16416,United Kingdom,119.4
575971,22866,hand warmer scotty dog design,24,11/13/2011 13:00,2.1,13700,United Kingdom,50.4
575972,21469,polka dot raffia food cover,1,11/13/2011 13:01,3.75,14499,United Kingdom,3.75
575975,22577,wooden heart christmas scandinavian,47,11/13/2011 13:18,0.29,13536,United Kingdom,13.63
575976,22909,set of 20 vintage christmas napkins,7,11/13/2011 13:26,0.85,15271,United Kingdom,5.95
575977,22423,regency cakestand 3 tier,2,11/13/2011 13:27,12.75,17287,United Kingdom,25.5
575978,22666,recipe box pantry yellow design,12,11/13/2011 13:27,2.95,15903,United Kingdom,35.4
575979,84078A,set/4 white retro storage cubes,1,11/13/2011 13:30,39.95,14784,United Kingdom,39.95
575980,22972,children's spaceboy mug,-1,11/13/2011 13:39,1.65,12867,United Kingdom,-1.65
575981,23531,wall art big love,3,11/13/2011 13:41,6.95,15500,United Kingdom,20.85
575982,82583,hot baths metal sign,72,11/13/2011 13:42,1.85,13798,United Kingdom,133.2
575983,22187,green christmas tree card holder,2,11/13/2011 13:45,1.95,13379,United Kingdom,3.9
575984,23581,jumbo bag paisley park,10,11/13/2011 13:50,2.08,17068,United Kingdom,20.8
575985,85099B,jumbo bag red retrospot,10,11/13/2011 14:09,2.08,17841,United Kingdom,20.8
575986,21790,vintage snap cards,12,11/13/2011 14:11,0.85,13018,United Kingdom,10.2
575987,23518,embroidered ribbon reel rachel,6,11/13/2011 14:14,2.89,13018,United Kingdom,17.34
575988,23382,box of 6 christmas cake decorations,4,11/13/2011 14:18,3.75,13018,United Kingdom,15
575989,21900,"key fob , shed",3,11/13/2011 14:20,0.65,14698,United Kingdom,1.95
576014,22450,silk purse babushka blue,1,11/13/2011 14:29,3.35,17218,United Kingdom,3.35
576019,22847,bread bin diner style ivory,2,11/13/2011 14:31,16.95,12865,Austria,33.9
576025,23169,classic glass cookie jar,4,11/13/2011 14:34,4.15,13232,United Kingdom,16.6
576045,22865,hand warmer owl design,4,11/13/2011 14:42,2.1,15022,United Kingdom,8.4
576050,22803,ivory embroidered quilt,1,11/13/2011 14:44,39.95,15022,United Kingdom,39.95
576051,23247,biscuit tin 50's christmas,6,11/13/2011 14:45,2.89,14911,EIRE,17.34
576052,23681,lunch bag red vintage doily,3,11/13/2011 14:48,1.65,15787,United Kingdom,4.95
576053,48111,doormat 3 smiley cats,5,11/13/2011 14:53,8.25,16726,United Kingdom,41.25
576054,48194,doormat hearts,1,11/13/2011 14:55,8.25,15787,United Kingdom,8.25
576055,20975,12 pencils small tube red retrospot,24,11/13/2011 15:02,0.65,15449,United Kingdom,15.6
576056,22077,6 ribbons rustic charm,12,11/13/2011 15:04,1.95,17720,United Kingdom,23.4
576057,21977,pack of 60 pink paisley cake cases,6,11/13/2011 15:05,0.55,15861,United Kingdom,3.3
576058,23311,vintage christmas stocking,6,11/13/2011 15:15,2.55,15654,United Kingdom,15.3
576059,22668,pink baby bunting,2,11/13/2011 15:19,2.95,15411,United Kingdom,5.9
576060,85099B,jumbo bag red retrospot,2,11/13/2011 15:25,2.08,13681,United Kingdom,4.16
576061,22818,card christmas village,24,11/13/2011 15:29,0.42,13146,United Kingdom,10.08
576062,22099,caravan square tissue box,1,11/13/2011 15:30,0.39,12867,United Kingdom,0.39
576063,23174,regency sugar bowl green,6,11/13/2011 15:37,4.15,15502,United Kingdom,24.9
576064,21326,aged glass silver t-light holder,3,11/13/2011 15:37,0.65,12508,France,1.95
576065,22646,ceramic strawberry cake money bank,8,11/13/2011 15:42,1.45,15005,United Kingdom,11.6
576066,22429,enamel measuring jug cream,1,11/13/2011 15:44,4.25,16898,United Kingdom,4.25
576067,23310,bubblegum ring assorted,36,11/13/2011 15:48,0.42,14227,United Kingdom,15.12
576068,22556,plasters in tin circus parade,12,11/13/2011 15:52,1.65,14788,United Kingdom,19.8
576069,22269,egg cup natural chicken,16,11/13/2011 15:57,0.39,13603,United Kingdom,6.24
576070,23232,wrap vintage leaf design,25,11/13/2011 15:58,0.42,13451,United Kingdom,10.5
576071,22817,card suki birthday,12,11/13/2011 16:03,0.42,18069,United Kingdom,5.04
576072,22278,overnight bag vintage rose paisley,-2,11/13/2011 16:05,4.95,18069,United Kingdom,-9.9
576073,23490,t-light holder hanging love bird,2,11/13/2011 16:13,3.75,16930,United Kingdom,7.5
576074,23084,rabbit night light,48,11/13/2011 16:14,1.79,13178,United Kingdom,85.92
576075,20758,abstract circles pocket book,3,11/13/2011 16:16,0.85,15861,United Kingdom,2.55
576076,21497,fancy fonts birthday wrap,25,11/13/2011 16:18,0.42,14382,United Kingdom,10.5
576077,23193,buffalo bill treasure book box,1,11/13/2011 16:22,2.25,16720,United Kingdom,2.25
576078,23469,card holder love bird small,2,11/13/2011 16:22,4.15,14432,United Kingdom,8.3
576079,22763,key cabinet ma campagne,1,11/13/2011 16:24,9.95,16877,United Kingdom,9.95
576080,22465,hanging metal star lantern,12,11/14/2011 8:10,1.65,18211,United Kingdom,19.8
576081,21373,mirrored wall art snowflakes,12,11/14/2011 8:16,0.75,15203,United Kingdom,9
576082,23380,pack of 12 vintage doily tissues,24,11/14/2011 8:22,0.39,12428,Finland,9.36
576083,23494,vintage doily deluxe sewing kit,40,11/14/2011 8:22,5.95,17404,Sweden,238
576084,23503,playing cards keep calm & carry on,12,11/14/2011 8:27,1.25,15365,United Kingdom,15
576085,85049A,traditional christmas ribbons,12,11/14/2011 8:28,1.25,15365,United Kingdom,15
576086,23284,doormat keep calm and come in,4,11/14/2011 8:29,7.95,15365,United Kingdom,31.8
576087,21731,red toadstool led night light,24,11/14/2011 8:31,1.65,12689,France,39.6
576088,22114,hot water bottle tea and sympathy,90,11/14/2011 8:41,4.6,17450,United Kingdom,414
576089,22750,feltcraft princess lola doll,4,11/14/2011 8:56,3.75,17663,United Kingdom,15
576090,21174,pottering in the shed metal sign,96,11/14/2011 8:56,2.4,17450,United Kingdom,230.4
576091,22112,chocolate hot water bottle,12,11/14/2011 9:00,4.95,16779,United Kingdom,59.4
576092,47503A,ass floral print multi screwdriver,48,11/14/2011 9:00,0.42,18263,United Kingdom,20.16
576093,22400,magnets pack of 4 home sweet home,12,11/14/2011 9:05,0.39,17744,United Kingdom,4.68
576094,22197,popcorn holder,200,11/14/2011 9:12,0.72,16401,United Kingdom,144
576095,22065,christmas pudding trinket pot,48,11/14/2011 9:13,0.39,14904,United Kingdom,18.72
576096,23407,set of 2 trays home sweet home,2,11/14/2011 9:20,9.95,13549,United Kingdom,19.9
576097,21891,traditional wooden skipping rope,12,11/14/2011 9:21,1.45,14494,United Kingdom,17.4
576098,23320,giant 50's christmas cracker,12,11/14/2011 10:01,2.89,14862,United Kingdom,34.68
576099,23162,regency tea strainer,8,11/14/2011 10:28,3.75,13021,United Kingdom,30
576108,20685,doormat red retrospot,-24,11/14/2011 10:32,7.08,15113,United Kingdom,-169.92
576111,20686,dolly mixture children's umbrella,24,11/14/2011 10:33,3.25,15113,United Kingdom,78
576112,48187,doormat new england,2,11/14/2011 10:34,8.25,14902,United Kingdom,16.5
576121,22155,star decoration rustic,255,11/14/2011 10:38,0.42,14530,United Kingdom,107.1
576137,22197,popcorn holder,100,11/14/2011 10:45,0.72,15482,United Kingdom,72
576141,23144,zinc t-light holder stars small,12,11/14/2011 10:47,0.83,14911,EIRE,9.96
576147,20686,dolly mixture children's umbrella,24,11/14/2011 10:49,3.25,16303,United Kingdom,78
576148,22086,paper chain kit 50's christmas,80,11/14/2011 10:50,2.55,15671,United Kingdom,204
576172,23393,home sweet home cushion cover,24,11/14/2011 11:00,3.75,15482,United Kingdom,90
576175,22577,wooden heart christmas scandinavian,96,11/14/2011 11:02,0.29,15291,United Kingdom,27.84
576176,21731,red toadstool led night light,6,11/14/2011 11:04,1.65,16936,United Kingdom,9.9
576179,23300,gardeners kneeling pad cup of tea,96,11/14/2011 11:09,1.45,13694,United Kingdom,139.2
576180,22580,advent calendar gingham sack,48,11/14/2011 11:11,4.95,13694,United Kingdom,237.6
576181,23103,jingle bell heart decoration,8,11/14/2011 11:19,1.65,15572,United Kingdom,13.2
576182,21822,glitter christmas tree with bells,12,11/14/2011 11:21,0.79,12938,United Kingdom,9.48
576183,22555,plasters in tin strongman,-12,11/14/2011 11:23,1.65,12476,Germany,-19.8
576184,23535,bicycle saftey wall art,4,11/14/2011 11:24,5.95,14735,United Kingdom,23.8
576186,22942,christmas lights 10 santas,8,11/14/2011 11:25,8.5,14735,United Kingdom,68
576187,21086,set/6 red spotty paper cups,16,11/14/2011 11:25,0.65,17228,United Kingdom,10.4
576188,22947,wooden advent calendar red,6,11/14/2011 11:26,7.95,15168,United Kingdom,47.7
576189,20668,disco ball christmas decoration,24,11/14/2011 11:33,0.12,14684,United Kingdom,2.88
576190,23050,recycled acapulco mat green,1,11/14/2011 11:46,8.25,15039,United Kingdom,8.25
576191,46000S,polyester filler pad 40x40cm,15,11/14/2011 11:54,1.45,17377,United Kingdom,21.75
576194,22960,jam making set with jars,-3,11/14/2011 12:03,4.25,16790,United Kingdom,-12.75
576195,21539,red retrospot butter dish,-1,11/14/2011 12:03,4.95,14606,United Kingdom,-4.95
